sample_id,patient_id,label,split,dwt_l1_lh_mean,dwt_l1_lh_std,dwt_l1_lh_energy,dwt_l1_lh_entropy,dwt_l1_hl_mean,dwt_l1_hl_std,dwt_l1_hl_energy,dwt_l1_hl_entropy,dwt_l1_hh_mean,dwt_l1_hh_std,dwt_l1_hh_energy,dwt_l1_hh_entropy,dwt_l2_ll_mean,dwt_l2_ll_std,dwt_l2_ll_energy,dwt_l2_ll_entropy,dwt_l2_lh_mean,dwt_l2_lh_std,dwt_l2_lh_energy,dwt_l2_lh_entropy,dwt_l2_hl_mean,dwt_l2_hl_std,dwt_l2_hl_energy,dwt_l2_hl_entropy,dwt_l2_hh_mean,dwt_l2_hh_std,dwt_l2_hh_energy,dwt_l2_hh_entropy
11,101016,1,train,-0.0006045243267476737,0.046128340972170195,0.0021281892905064253,1.2109244280222873,0.00021736148546435105,0.046403720305671255,0.0021533525042223296,0.8655372792342287,0.000214623198706723,0.025263236781128375,0.0006382771957767806,0.5835214994334046,1.6064642406548908,1.6842096779382094,5.417289595763622,2.510863920484016,0.0014768999533527612,0.11390180333312419,0.012975802036009915,1.8427977357865757,0.0014080399034260593,0.10996905922684044,0.012095176563605982,1.7288333136792722,-0.0001068873114398604,0.0442373905888345,0.0019569581510064504,1.5618118854594816
12,101016,1,train,0.00043327459922205244,0.043164884959025845,0.0018633950204042671,1.0621107300088284,0.000613454114755951,0.038153964734372846,0.001456101350902678,1.0298344356925586,-0.0007155912938202627,0.030396970175761585,0.0009244878667659306,0.4972514914318521,1.4707359374858517,1.7074612879924214,5.078488247805126,2.348272380285815,-0.0007366846394882316,0.12180422728639705,0.014836812489094325,1.6131228222274065,-0.0008251181494878913,0.11816537954830844,0.013963737743756406,1.55545143170357,0.0008784126072544752,0.051531836764863115,0.002656301809069081,1.3920121305963555
13,101016,1,train,0.00019879104823051938,0.04404402715306077,0.0019399158457404108,1.0205011159915913,7.13031708136273e-05,0.041453590233849355,0.001718405227418059,0.9737554258121315,0.00045842291688072564,0.03252485414582001,0.0010580762887775865,0.4662068729633353,1.4071709705213777,1.704426360497796,4.885199358637839,2.2184432969323757,-5.385436421013922e-05,0.1193361274121409,0.014241114206019269,1.480322172032928,-0.0013024041757378946,0.11011397533744666,0.012126783821252792,1.748995566620085,-4.7697411426042934e-05,0.053708148383664986,0.002884567477844832,1.424978344518686
14,101016,1,train,-6.885647773741272e-05,0.04064172914600183,0.0016517548891915009,1.0884687178366623,0.00012662691477489325,0.04707034535032142,0.0022156334457740707,0.9562734550097207,-0.00024118385371371827,0.02393886633797604,0.0005731274911987744,0.4132021475797964,1.344696164685447,1.6121673643571544,4.407291386018044,2.289802772340409,0.0024033651603821557,0.09700036612064793,0.009414847191633883,1.6267121029860285,-0.0029671869786583698,0.11374375771838897,0.01294644661846589,1.6606429679958117,-0.001160101078514571,0.04170002075636309,0.0017402375655934832,1.5879015123693851
15,101016,1,train,-9.11786535082358e-05,0.045523340708294675,0.002072382862790335,0.9481766318489733,-0.000219830398023468,0.04330939389198961,0.0018757519246954018,0.5487164808568757,0.00014936661226509605,0.022494624665808875,0.0005060304492404765,0.4426519773809829,1.2138303635919074,1.519532169461245,3.7823621656052606,2.302222765336215,0.005096425434626875,0.095325003337183,0.009112829813444662,1.6584848372807448,0.0034280598982665642,0.1024515767907683,0.010508077181580795,1.4426403639710448,-0.0015192017907702654,0.049758837620855666,0.002478249895459761,1.2957374571773446
16,101127,1,val,0.0006409677386989355,0.0581446351189348,0.003381209432756119,0.6943162114864846,0.0002457342556947888,0.0523113110110409,0.0027365336450182703,0.4605006340292472,-0.00011582349884439519,0.013207960633995895,0.00017446363919206982,0.270699353583793,0.9213209612404599,1.511390491041831,3.133133530032712,1.7839517072100428,-0.00018183613661206614,0.10949106867436498,0.011988327183835086,1.0029109273067234,0.005031769781563639,0.10039246060224587,0.010103964852908145,0.9263500580613877,0.0009034139473927106,0.046721486741896426,0.0021837134801335465,0.5563158594015338
17,101127,1,val,-0.00021138655187108983,0.047414211529903647,0.0022481521392767596,0.9948421818367087,-0.00018618106665694645,0.04998731355253909,0.00249876617958944,0.6652269564084604,-7.024383580190925e-05,0.026210562085039225,0.000686998499010164,0.44512821372713646,1.1568922242149713,1.5009169140372347,3.5911512012921194,2.5118680497294923,0.0035129253241369053,0.10477161577508844,0.010989432116455719,1.6678429552606098,-0.00040847542610286577,0.10552287583067216,0.011135244175749182,1.5344556599929458,0.0004239274831139896,0.06564827008306445,0.004309875079409916,1.1499469532755695
18,101127,1,val,-0.0012914879840506459,0.03616227314863076,0.0013093779404891289,0.7837028702012606,-0.00031741336428906127,0.03056494396963965,0.0009343165511110405,0.6704655514062401,-3.593586429336412e-05,0.009821211555342746,9.645748780114037e-05,0.3309078608148121,1.3659770116048857,1.6352378585529919,4.5398960502779895,2.490870955696015,-0.00542175298140214,0.08711155429186973,0.007617818296536709,1.7055616443115669,0.0009612412151511194,0.07774485462429921,0.006045186405227125,1.6507958293300937,-0.0017671778159822895,0.03885047768627141,0.0015124825338847724,0.8672180907489284
19,101127,1,val,0.0008315749722119709,0.03692440641831288,0.0013641033062791541,0.688551398026779,-0.00014468074373944173,0.032964733386949704,0.001086694579790286,0.8787478581882027,-0.0003218396475329202,0.01129995499831626,0.00012779256372269678,0.31975402312863,0.8428237335949778,1.0977659898712913,1.915442014429074,2.5834307195925432,-0.0034909148678197665,0.06774532264430182,0.004601615226794918,1.6488526803882213,2.918189228833357e-05,0.06353103281951605,0.004036192982697264,1.5804955317580935,-0.00042813893436073055,0.03213059196136463,0.0010325582427348245,1.1516471355057714
20,101797,1,train,0.00010316499767925027,0.029376402282295412,0.0008629836540679972,1.1029546742068284,-0.0005353812159165747,0.02856772846122498,0.0008164017424806401,0.905228006896073,0.00039229396708618234,0.018257591170461787,0.00033349352990433637,0.5042362002359645,0.7851874799045468,1.0686746494400639,1.7585848849546963,2.300056576232059,1.9420460873843704e-05,0.06592304298928792,0.004345847974121803,1.7387467040732563,0.0009342529695111258,0.05966546183207504,0.003560840164245843,1.5948222771092377,-0.00011047081297471122,0.037510620392576896,0.0014070588460365248,1.4774020464138395
21,101797,1,train,0.0005580716372947104,0.03523432143507659,0.0012417688509426508,1.0844540856076579,0.00042777072043109353,0.03254186077406454,0.0010591556904278585,0.8729367956939791,0.00027604151759627306,0.025390540237812953,0.0006447557324874354,0.45928676565969206,0.8300892539116134,1.1041225914644845,1.9081348664417879,2.1797989565415827,0.0017353889171949966,0.09194167332014283,0.008456282867601788,1.6011425319756032,-0.0001387905813357003,0.07288768169599295,0.005312633405841851,1.5638594913379305,-0.00045420575677549677,0.04645208942944947,0.0021580029152310594,1.3395357072676943
22,101797,1,train,0.00036507728360814646,0.04299401491090297,0.001848618599581953,0.9834589481074993,-8.611841490987264e-05,0.026181972135469876,0.0006855030812839077,1.0104602401553275,0.00040620057011497103,0.02354766296452376,0.0005546574299939656,0.46904190208201185,0.8446972276467613,1.1315721508443075,1.9939689389605366,2.123624779716573,0.0017354021402255222,0.1089240648261574,0.011867463518841234,1.5789493325152375,0.00010461368059017764,0.06436228622781119,0.004142514832492861,1.6380906681779366,-0.001305320518289158,0.0396182090149881,0.001571306347210751,1.4104225166369266
23,101797,1,train,-0.0008408480671030414,0.03731664250625037,0.0013932388334112432,1.0673984148953788,0.0004638365916246609,0.03472933990250561,0.0012063421944474983,0.8979434873458655,-6.852339358019413e-05,0.020228041347886846,0.00040917835222728776,0.47223004113779055,1.1014716036836893,1.2517809002616842,2.7801951159814706,2.448163980797608,0.0018577195831626665,0.08071348366981658,0.006518117568167415,1.7870985762566323,0.0019143749363398394,0.08028230030248715,0.006448912573255615,1.696829937494909,-0.0003727720455554691,0.03869431383466783,0.0014973888821337136,1.641452409393807
24,102420,1,train,-0.0002089438195059166,0.04171940455391501,0.0017405523738529345,0.720812825567976,6.61579444563715e-05,0.04701398539924666,0.0022103191999941927,0.75269658171225,-0.00028830214541339307,0.024093206074779522,0.0005805656970888428,0.45922181656057814,1.0909077254861956,1.403366459689576,3.1595170857071193,2.445981035649202,0.003024710701813982,0.0873931723319617,0.007646715445073625,1.6130926273136814,-0.00046647410261327707,0.10325918207298014,0.010662676280469276,1.6022054817363691,3.8424462554565576e-05,0.05604591551868087,0.003141146122766437,1.2295011243898004
25,102420,1,train,-0.00039681050904403375,0.03134281407291176,0.000982529452589203,0.6433002691475118,6.923888209303875e-05,0.03722308315114132,0.001385562713299574,0.7449652406243337,-0.00015081978761232828,0.02548005196895238,0.0006492557949488493,0.3718589862574697,0.36374380692169334,0.9180080047769912,0.9750482539085185,1.2135217139089027,-0.001234797888520794,0.07396171957513664,0.0054718606883366475,0.8933754570895006,0.0003614409285843177,0.09606754187821405,0.009229103242067264,1.1011353146590626,-0.0008732794420984011,0.050635953442320504,0.0025647623979968407,0.938226271844179
26,102446,1,val,-0.0002036458289129399,0.04264182274042594,0.00181836651824954,0.5494918473933926,-0.0002159015455189448,0.04233504619169853,0.0017923027495306057,0.7032640304063053,-0.00018059315060722794,0.012550304113543237,0.00015754274722846654,0.5191957237413859,0.8953591048537037,1.1712131669718757,2.1734082091327163,2.163355682444082,0.000165827788130473,0.08690724047550097,0.00755289594592187,1.1775855848616017,-0.003337561589413766,0.09335888351488794,0.008727020448509547,1.2186738602066287,0.00013858795587154117,0.03920740780951749,0.0015372400337633255,1.1225545730717779
27,102675,1,val,-0.0007754823265696351,0.028987566600380234,0.0008408803902503017,1.0148048405522312,-8.390155064283045e-05,0.02594700824249732,0.0006732542762064242,0.6293527446781367,-1.6342482623264046e-05,0.006670877855736905,4.45008784428993e-05,0.4207302621875784,0.6756276714657419,1.0647946295725723,1.5902603536168118,2.030388701040003,-0.0003635875961430028,0.07969240019462534,0.0063510108447203915,1.6167302469919487,0.00013125033279530698,0.06920801821393195,0.004789767011749796,1.4483417762816397,-0.0012262322253306414,0.03774373708258794,0.0014260933344299633,1.0087118496070293
28,102714,1,test,0.00045530587082079246,0.03932996132155066,0.0015470531609906748,0.891480872268586,0.00044710283625056207,0.033706103840287494,0.0011363013370384268,0.5678908268192262,8.847222702037687e-05,0.015671356120124335,0.0002455992299787124,0.33471616944642213,0.7544041349807157,1.2747723494531469,2.194170141806298,1.903762584786647,0.0020551752972896753,0.08828065273862346,0.007797697393460015,1.3872674386765835,0.0004965069355737129,0.07073292049267126,0.005003392560559628,1.0174934646639933,-0.00148449647407146,0.03583723232961493,0.0012865109508283282,0.9970480417012804
29,102714,1,test,0.0011122027074797027,0.04018713466983777,0.0016162427878342017,0.9071346470277596,0.001978514041068299,0.0414081093767145,0.0017185460399646555,0.8634677431996736,0.0002668036811450527,0.02102832125726908,0.00044226147910318714,0.4348536734125709,1.0370301199226182,1.3945758535269492,3.0202732808671384,2.169919966995924,0.0009150235358613278,0.09090292873462241,0.008264179720603022,1.4577324187308913,0.0016512859090951244,0.09835497767939406,0.009676428379467682,1.3139269649348109,0.0012254953382927522,0.041913996640025666,0.0017582849531642595,1.1879675969360588
30,102714,1,test,0.0002592815996627245,0.036067143464724026,0.0013009060646529084,0.830768269475163,-0.0005257602115354473,0.040372940561994954,0.0016302507534224108,0.6122359507494466,6.188753970275945e-05,0.0210902992576018,0.0004448045528427695,0.5469498032008585,1.0547085156612692,1.3743472806943509,3.0012405009603547,2.2720633012363627,0.0012406252596470382,0.07458019244194612,0.005563744255712593,1.497300659630947,0.0027629628504915057,0.09906211775479884,0.009820937137778828,1.3368768284018004,0.0002529383821905652,0.04371383691786514,0.0019109635159068946,1.2618313312967064
31,102714,1,test,3.932365298986913e-06,0.0351173702430636,0.0012332297082519057,0.9256696989437085,0.00048228903635014745,0.035662493378643544,0.001272046036696378,0.9870063791991542,-0.00011122027092431393,0.02230639218527303,0.0004975875022718742,0.8409238061485443,0.9664470052933096,1.366346702873099,2.8009231264925947,2.18335639775118,-0.0010498662023699296,0.0773846010205208,0.0059894786941480675,1.5903315058623093,-0.0011024865036251782,0.07761167089907689,0.006024786936237294,1.562315174833644,0.00180281919422182,0.04873206642410279,0.002378064455010222,1.4031376930284194
32,102929,1,test,0.0006944431311632824,0.03096417978354364,0.0009592626809300326,0.7268942137414993,0.0005737763810792687,0.041240263984735084,0.001701088592866122,0.8287315501170959,-3.422226867026842e-05,0.022872781541729958,0.0005231653066193756,0.31976805329906505,0.6562156364640744,1.2680349792719134,2.0385316701970724,1.6765830093914154,-0.00024730646076627944,0.08626586350644821,0.007441860366998691,1.1236529528569832,-0.001112794032706736,0.10706915969472951,0.011465043268294717,1.2248734070546419,0.0005254526706621503,0.045306295429830556,0.0020529365060841915,1.0062864070506639
33,102929,1,test,0.00044797792413531646,0.03197367881757211,0.001022516821349772,0.7486511017196298,-0.0011207307742897516,0.04283307768116674,0.001835928581109304,0.7712001619500529,0.0003020755338245596,0.018946301376103664,0.000359053585462283,0.4807184488635482,0.6016543542154161,1.1514540150309485,1.687834310677261,1.7104828234875546,0.001079465823718797,0.06715655377599851,0.004511167961533156,1.2876312939254333,-0.002646002434455982,0.08602168628074516,0.007406731839466087,1.3453542138830874,0.000265813132747808,0.04097689426526176,0.001679176520247983,1.1375455301194983
34,102935,1,train,-0.00023809375671239485,0.032140381685450456,0.0010330608235234247,0.28770236093927015,0.001944781406038617,0.05293445386960803,0.002805838581190934,0.43761437653986973,-3.0740342549318325e-05,0.007412534936094205,5.494661914747717e-05,0.18604058596516926,0.49965840042810444,0.8238656532513956,0.9284131317257209,1.8264285456867269,0.001851398613345253,0.06417658528319506,0.004122061775436706,0.6156260906465328,-0.007098882686788199,0.09357277230937076,0.008806257853062126,0.9179704598967353,0.000398898509032521,0.020742199631098995,0.0004303979655568717,0.5078832763980599
35,102985,1,train,-0.0010001959515041068,0.04002883729885231,0.0016033082074393946,0.31057430490749366,0.002001470336194582,0.047615889028124574,0.0022712787714453415,0.4698335801895943,0.00018388098337241172,0.011903904586497958,0.00014173675662049312,0.2754628752882482,0.7393299510934518,1.3267244191743484,2.306806461017357,1.709443330302309,0.00552895743730363,0.09496850732636207,0.0090495867541408,0.8879168870071388,0.002017102430026432,0.09941710951845577,0.009887830367217847,1.1610818515237473,0.0003293907198118748,0.042407427499316044,0.0017984984053560445,0.6149986822679202
36,103673,1,train,-0.000131721520168178,0.02986525581169212,0.0008919508552566852,0.9210378509004731,0.00047317297963878643,0.030457436553067572,0.0009278793340527967,0.8322735990294349,0.00010095214901062166,0.01123903352343731,0.00012632606587733756,0.3892178889801882,1.0211464982760983,1.422677724639417,3.066752079126726,2.2736273430758502,-0.002463570807335583,0.07447414022626846,0.005552466743564655,1.7935039122743628,0.00042010208732580565,0.0684518614817406,0.004685833826079178,1.656803575082291,0.0009431136625900069,0.03595428880907584,0.0012936003471470006,1.053869050018925
37,103673,1,train,-0.0011569171817697591,0.04086369437209926,0.001671179975101811,0.8744176349458691,0.00011703941419986537,0.031108389360489354,0.0009677455868282836,0.7001193851173456,8.767381398635498e-05,0.014457105885949789,0.00020901559729522294,0.3102328197072965,1.184941378542928,1.5089409374728204,3.6809888233645696,2.3861524134377845,0.0022788469608922067,0.10592183330864387,0.011224627914935304,1.5806543734967886,-0.0010197478931404482,0.07277703330200347,0.005297536462006486,1.540703117674816,0.0008659397503689458,0.03816009796280124,0.001456942928181856,0.9305710290882044
38,103673,1,train,-0.00029491402164717387,0.04106317773123001,0.0016862715396667486,0.868900296716011,-7.73979802808678e-05,0.032640467369724806,0.0010654061005614215,0.9188041735529557,0.00011124796592272282,0.019784839137546924,0.00039145223580853034,0.4126175682603451,1.2984969232547194,1.5676989618410042,4.143774294659335,2.3352027993396756,0.001444945916428479,0.10753609235800943,0.011566099028331736,1.6791092623405417,0.0026388215702638136,0.07680475349879944,0.005905933539291034,1.7898116527980679,-0.0005982498340294703,0.04494969418018742,0.002020832909756291,1.3463548932161329
39,103673,1,train,-0.0002290056108017525,0.03964707158870178,0.0015719427291294224,0.9130141586547595,0.00014319079338447405,0.0385204107352004,0.001483842546811852,0.7922621540590635,0.0003552691523845377,0.026313317429681744,0.0006925168903258292,0.43583659621118487,1.1404625102523136,1.5122264680012014,3.587483627814397,2.002213609070683,-0.000892263794884933,0.09415044932007922,0.00886510324185247,1.5124554751353871,-0.002398892063900155,0.09191250607837106,0.00845366345674084,1.407126352860582,0.0004692770230325012,0.05832431729407887,0.003401946208744734,1.2045557521885804
40,103673,1,train,0.0004590819661434013,0.043067089383794444,0.0018549849442433782,0.7566406073069674,0.0008077312732589448,0.049530650743573996,0.0024539377928917082,0.6825177010534571,-7.988783558444859e-05,0.0236398315731852,0.0005588480188748382,0.5117393218443045,1.2409442639377963,1.582185715718884,4.043254305224996,2.0982393308450873,0.000236999804738717,0.10499593389159549,0.011024202302675735,1.5605804518052695,-0.003039543148943732,0.10297520911591544,0.010613132515020805,1.4137630274527828,0.0006942067178385197,0.05117939699204985,0.0026198125994369337,1.1521706555627427
41,103673,1,train,-0.0004399777340465614,0.044042620484768674,0.001939945999571822,0.8307638982802927,-0.0017495561492513487,0.03854380025883318,0.0014886854851122121,0.5901102551961595,-3.0228724846475275e-06,0.012991399851130818,0.00016877647922971986,0.805504199347369,1.2892947092355849,1.5830027632797823,4.168178595814298,2.3858341654157043,0.005026593960706818,0.0970341367924398,0.009440890349899733,1.6989168792888716,-0.0018273260436356663,0.09412574024853826,0.008862994097805043,1.5192512119112704,-0.0006917876230325166,0.03867647077187462,0.001496347961483053,1.1234773457848601
42,103925,1,test,0.0002351628874357015,0.03753434213863731,0.0014088821413639112,1.1932261528983055,-0.00031280175777228576,0.0369894400523735,0.0013683165203277983,1.1187593319785358,0.00022149560234603077,0.020252249094514396,0.0004102026536881179,0.4617722946225892,0.774974263074186,1.2246066578616768,2.1002465749065244,2.1522823000466342,0.0028766667285917025,0.11837350724830811,0.014020562429732637,1.7978017822322234,-0.001683519787579521,0.09841184428690673,0.009687725334825549,1.5561191258623674,0.00038494439587631536,0.047452648399314235,0.0022519020222968567,1.4865378262389561
43,103925,1,test,0.0009172628802308095,0.04958420425255883,0.002459434682550923,1.2541009537766978,6.669411380616733e-05,0.041455773574704896,0.001718585610782017,0.9992904711239187,0.00016132518825446337,0.020212040071929446,0.000408552589685647,0.45418338989265966,1.2214906970602963,1.4464834869698093,3.5843540010811874,2.6151649395687437,0.001454077111542819,0.12823448006926552,0.016446196218881173,2.0551102930901224,-0.0011740696680813856,0.1091355362648899,0.011911943715410609,1.8776302963619336,0.0007506922877896845,0.0438161481473324,0.0019204183773799273,1.5629871810753253
44,103925,1,test,0.0007600256765382648,0.05095849385300321,0.0025973457347955634,1.119226879606261,-0.0005468372639114224,0.048392314657056665,0.0023421151488607836,1.01286536737403,3.4992848274975375e-05,0.0186453637827209,0.0003476508150894306,0.7919412328909757,1.1053027986197583,1.2603461068470578,2.8101665856812055,2.752284530998411,0.00039440613102952114,0.10497066952919644,0.011018997017603966,2.0364549003129744,0.0021970889445377547,0.07615117079893491,0.005803828013878767,1.869889836335553,0.0005535150102618347,0.0393415269522739,0.0015480621218030787,1.5577717716250878
45,104167,1,train,0.0003030151887052945,0.031200032210439998,0.0009735338281370795,1.0488440254432425,-0.0006484521369962213,0.04266408641339705,0.0018206447596637863,0.753696528098855,-2.764121491528094e-05,0.023041363755842138,0.0005309052077657975,0.4336590447512396,0.7606168459733518,1.1185059183351074,1.8295934757291112,2.0502676729666267,0.001471101153976999,0.07526659124416431,0.005667223896121344,1.5651032872047104,-0.0011310912801775553,0.10012980313546581,0.010027256843431231,1.3996154662038298,-0.0006839444034269079,0.0423128452249269,0.0017908446509755983,1.1923085958044528
46,104167,1,train,-0.00012214674752138578,0.03532648873458007,0.0012479757261423426,0.9786019410545082,0.0001444458044492377,0.04079527092733474,0.0016642749946250662,0.8106077892443628,-0.000581508966592642,0.026779519093195744,0.0007174807955410631,0.4356389749651438,0.8469738800039962,1.1598356500681863,2.062583488578116,2.067425866412819,0.0015303274319333159,0.08723445115752577,0.007612191370803678,1.4724865923180128,0.00028781959340998004,0.09878525779748087,0.009758609998233105,1.4377727569778733,-0.0011975376794180269,0.044895721830381506,0.002017059935164621,1.1737577511746689
47,104167,1,train,0.001521842472652017,0.04832832392623717,0.0023379428980308753,0.9034338120469878,-0.00027546156792950037,0.05475248966126149,0.0029979110031819523,0.6550101363674494,5.780829480413844e-05,0.029026724244318822,0.0008425540621546743,0.395195210013383,0.9466184007203703,1.2407429238973786,2.435529399783808,2.0788783441199206,0.0014951678592312798,0.10448845272566398,0.010920072279930599,1.3800704633010952,0.002816140489162685,0.11566822895557638,0.013387069836974342,1.2887534147422335,-1.957880700296878e-05,0.04522601810788048,0.0020453930972240174,1.119952380346669
48,104167,1,train,7.063850143252839e-05,0.03519986098247909,0.0012390352029837386,0.812407449957252,-3.101877912260989e-05,0.05136217720786579,0.0026380742096968664,0.5448676806333915,-0.00027292186691916175,0.02840294831261794,0.0008068019591946888,0.4162370185129227,0.767213820947083,1.2289168025778157,2.0988535547103044,1.769782759469802,-0.00022105601391106476,0.0704286604127888,0.004960245073301212,1.3571370502425524,0.0015591628324862715,0.11516622382243923,0.013265690098258374,1.1016268578333135,-0.0015486200664607329,0.0429579830445041,0.0018477865313621467,1.0825048202603276
