sample_id,patient_id,label,split,gabor_f010_o000_real_mean,gabor_f010_o000_real_std,gabor_f010_o000_magnitude_mean,gabor_f010_o000_magnitude_std,gabor_f010_o000_magnitude_energy,gabor_f010_o045_real_mean,gabor_f010_o045_real_std,gabor_f010_o045_magnitude_mean,gabor_f010_o045_magnitude_std,gabor_f010_o045_magnitude_energy,gabor_f010_o090_real_mean,gabor_f010_o090_real_std,gabor_f010_o090_magnitude_mean,gabor_f010_o090_magnitude_std,gabor_f010_o090_magnitude_energy,gabor_f010_o135_real_mean,gabor_f010_o135_real_std,gabor_f010_o135_magnitude_mean,gabor_f010_o135_magnitude_std,gabor_f010_o135_magnitude_energy,gabor_f020_o000_real_mean,gabor_f020_o000_real_std,gabor_f020_o000_magnitude_mean,gabor_f020_o000_magnitude_std,gabor_f020_o000_magnitude_energy,gabor_f020_o045_real_mean,gabor_f020_o045_real_std,gabor_f020_o045_magnitude_mean,gabor_f020_o045_magnitude_std,gabor_f020_o045_magnitude_energy,gabor_f020_o090_real_mean,gabor_f020_o090_real_std,gabor_f020_o090_magnitude_mean,gabor_f020_o090_magnitude_std,gabor_f020_o090_magnitude_energy,gabor_f020_o135_real_mean,gabor_f020_o135_real_std,gabor_f020_o135_magnitude_mean,gabor_f020_o135_magnitude_std,gabor_f020_o135_magnitude_energy,gabor_f030_o000_real_mean,gabor_f030_o000_real_std,gabor_f030_o000_magnitude_mean,gabor_f030_o000_magnitude_std,gabor_f030_o000_magnitude_energy,gabor_f030_o045_real_mean,gabor_f030_o045_real_std,gabor_f030_o045_magnitude_mean,gabor_f030_o045_magnitude_std,gabor_f030_o045_magnitude_energy,gabor_f030_o090_real_mean,gabor_f030_o090_real_std,gabor_f030_o090_magnitude_mean,gabor_f030_o090_magnitude_std,gabor_f030_o090_magnitude_energy,gabor_f030_o135_real_mean,gabor_f030_o135_real_std,gabor_f030_o135_magnitude_mean,gabor_f030_o135_magnitude_std,gabor_f030_o135_magnitude_energy
11,101016,1,train,0.00043631404359733574,0.012286598087223958,0.008109469913509424,0.015378179673652187,0.00030225191235324386,0.00026590390858101533,0.008617339249603116,0.006019024422470681,0.010593890453150755,0.00014845916993165724,0.0004363140435973368,0.011561698468907268,0.008332820394198161,0.014083501365859303,0.00026778090644412567,0.0002659039085810154,0.01014394486079958,0.007112821557652842,0.01245588626365181,0.0002057413331240409,0.0006501547457041399,0.007793656534781028,0.0044655438143256605,0.010078287761741534,0.00012151296576613134,0.00037859269793392536,0.005433780323623799,0.0035722784019440413,0.006802466028138583,5.903471704497537e-05,0.0006501547457041436,0.007629841963565568,0.005047178731873842,0.009538430880983476,0.00011645567682277885,0.00037859269793392536,0.0067847023140735945,0.004146875605711957,0.008651622594988488,9.204715081536423e-05,0.0007571333281465506,0.006738226795846642,0.0034057075015666923,0.008892324866088059,9.067228511027567e-05,0.0005154889219120436,0.004510665220286689,0.0025342055038348617,0.005854642690136053,4.069903856483042e-05,0.0007571333281465389,0.006664467111537743,0.0036174474472201023,0.00869684059017239,8.872096228426927e-05,0.0005154889219120436,0.005326894385329535,0.002771632960108338,0.00700546182811485,5.675844469073315e-05
12,101016,1,train,0.00039945037537018175,0.012383913535167388,0.008418924804237737,0.015366876652800707,0.00030701919292180094,0.00024343799530117537,0.011401216833681008,0.007300737612288246,0.014372628778596113,0.00025987322769080944,0.0003994503753701827,0.011954019440647166,0.007544115475282134,0.015139671402627439,0.00028612332848392647,0.00024343799530117562,0.01194438315552372,0.00802951707238139,0.014858033874972837,0.0002852343150455046,0.0005952239242152363,0.006508965520269934,0.0038736527504512914,0.008346901759121401,8.46759546075028e-05,0.00034660583935199247,0.0066744018523089465,0.0037067477549572623,0.008677015407786454,8.903057530584423e-05,0.0005952239242152399,0.007661772672084366,0.004299443567621325,0.00994307101341901,0.00011734987616905375,0.00034660583935199247,0.007183393161663318,0.0040795286448589,0.009300269662728731,0.00010313756976369668,0.0006931640101241552,0.005202129673613871,0.002695969738835839,0.0068332497604038705,5.396155512077813e-05,0.000471935859912334,0.0050857077082717295,0.0025189039282612147,0.006732454266920647,5.167081745598781e-05,0.0006931640101241447,0.006199551709146566,0.0030627659844906906,0.008204245388853752,7.66901778762813e-05,0.000471935859912334,0.0060945479478424795,0.0029406574993088167,0.008098242680785727,7.422900104514079e-05
13,101016,1,train,0.0003821861953993319,0.012207434823812258,0.008476627590397346,0.015049527825443627,0.00029834150307508743,0.00023291664491133655,0.011609267157758766,0.0069032931383262155,0.01489281956070648,0.00026945153062142335,0.0003821861953993327,0.011645344510540695,0.007459991910534709,0.014693815272471414,0.0002715596865667575,0.0002329166449113365,0.011666715043727493,0.007920132217911602,0.014470568344569753,0.0002721258425640655,0.0005694984434441035,0.00640952450379482,0.004082488375541303,0.008086977179539608,8.206591123882423e-05,0.0003316255915953722,0.00769039823007455,0.004053748378090187,0.010088537725470198,0.0001182114693511042,0.0005694984434441068,0.007275914707114135,0.004231429572122972,0.009374914178710956,0.00010579401208203253,0.0003316255915953722,0.007144649647980883,0.004167473739636969,0.009200609723874802,0.00010201905666162334,0.0006632055748391479,0.005042553339329957,0.0027865350432029175,0.006550325893601504,5.067154685938422e-05,0.0004515388691405172,0.006079439546433088,0.002868835435828053,0.00810017897508518,7.384311618627474e-05,0.0006632055748391379,0.005771137570555732,0.002996085391103819,0.007579549131482165,6.642609270733777e-05,0.0004515388691405172,0.005846407190709154,0.002872032029720994,0.00774831155079697,6.828489986795704e-05
14,101016,1,train,0.00036521810207524946,0.01383206885299969,0.00960920185670569,0.017046377893848094,0.0003829157596227891,0.00022257573931306316,0.007801001382301837,0.005048953529446824,0.009805801888371045,0.00012164568241649468,0.0003652181020752499,0.010644571598815334,0.00693890156174101,0.013369898845837442,0.00022690255003145722,0.00022257573931306314,0.007323218223780714,0.005383176433120381,0.008843918762588766,0.00010719348758937227,0.0005442141635496338,0.008407255350313744,0.004932449412114208,0.01081450576899882,0.00014128259223077457,0.00031690226025954296,0.00562309460749585,0.0034181981903403102,0.007176548308530367,6.318692449311584e-05,0.0005442141635496368,0.007563235450179873,0.004619994523585769,0.009643581800746762,0.00011434301934565668,0.00031690226025954296,0.005028045052849047,0.0032808196518368487,0.00630454083042522,5.051101267037759e-05,0.0006337609370620973,0.007206494648904902,0.003513761968445003,0.009551408266837945,0.00010357592305071072,0.00043149169380227273,0.00484448261890637,0.0024237971312751202,0.006403620889358683,4.688115302820837e-05,0.0006337609370620878,0.0063294050643309,0.0032097856952437607,0.00834388626469621,7.992316220757753e-05,0.00043149169380227273,0.00421699457916892,0.0022828400444770544,0.0055043489379988115,3.550921589991664e-05
15,101016,1,train,0.00032967508443518674,0.011014473522525896,0.007284170808830382,0.013776535862028687,0.00024285208472997922,0.00020091467327142365,0.009466766003774144,0.006345470980050804,0.011785616760748628,0.0001791657643899059,0.0003296750844351878,0.008439777477062666,0.005397934603418995,0.010660920246581072,0.0001427929184867504,0.0002009146732714238,0.008700158518996576,0.00570045150531758,0.010900312674246463,0.00015131196376081554,0.0004912512531541595,0.006795225956381595,0.0038059383897746674,0.00881910103895744,9.22617101621008e-05,0.0002860613392795092,0.006486921733944891,0.0038620951051306007,0.008318019024414721,8.410521909159898e-05,0.0004912512531541624,0.00689766674187421,0.0041481097849539175,0.008824368099551115,9.507628714440578e-05,0.0002860613392795092,0.0060690254654591795,0.0034581889025059953,0.007851877587068854,7.361105212772982e-05,0.0005720833366431029,0.00657958000471451,0.003279517115944883,0.008691293976774796,8.62938235044973e-05,0.0003894989316768216,0.0052372128773513745,0.002602997704685503,0.006929287894642491,5.4790627777436964e-05,0.0005720833366430944,0.00661404778924936,0.003267319546991859,0.008749433781342918,8.722796851625974e-05,0.00038949893167682147,0.0051011204482077944,0.0024118333617357485,0.006794096689149534,5.197668998629421e-05
16,101127,1,val,0.0002502298301305083,0.010905771227280864,0.006186580286204864,0.014137864768578676,0.00023815299585227685,0.00015249816239394583,0.007331624761946385,0.004773968187015008,0.009199031111519483,0.00010741294564133472,0.00025022983013050907,0.013338199504701411,0.00905087645678975,0.01655444757912768,0.00035596809928615733,0.00015249816239394583,0.008437087650277578,0.005508805092111847,0.010579672246124614,0.0001422763983782968,0.0003728692989910541,0.008973606800161562,0.003773455413709035,0.012109121610343105,0.0001608697919333284,0.00021712614545152235,0.005621563400669604,0.0027320596256564483,0.0074598137687168446,6.311297126207946e-05,0.00037286929899105615,0.00956926125457196,0.004614446332991513,0.012713009770418225,0.00018291373238280803,0.0002171261454515224,0.005951432194892581,0.0028605658307906297,0.007909821400961237,7.074811146739129e-05,0.00043422242962022,0.008970573123842734,0.003395808139613226,0.012198464999225436,0.00016033406125839147,0.0002956372989984528,0.004557631312540509,0.0018987845347478581,0.006148414898242927,4.140838847033323e-05,0.0004342224296202135,0.01048642494771281,0.004567899193313581,0.014080847117596804,0.0002191359585894091,0.00029563729899845275,0.004555260468252676,0.00189460241789908,0.006146190661993486,4.1365177975484964e-05
17,101127,1,val,0.000314210744054767,0.009500781820696122,0.006722589036592423,0.01163929632704438,0.0001806664223436614,0.00019149020341737582,0.01174200383631657,0.008300144676679496,0.014377190653498935,0.0002755960127408681,0.0003142107440547679,0.0074273843444393455,0.006216318555445003,0.008478033926376421,0.00011051967563955944,0.00019149020341737588,0.013258120668067013,0.009367247370206902,0.01623751546758695,0.00035140223185477345,0.000468207726513076,0.007165195681792525,0.003992426869139007,0.009307757938641584,0.0001025738301497685,0.00027264282472031523,0.007321735784289201,0.0042871033925292075,0.009421003699317037,0.00010713456620078073,0.000468207726513079,0.006373382571646277,0.004406850943063971,0.00785563918638824,8.11314022611023e-05,0.0002726428247203152,0.008280583906311026,0.004527101968367647,0.010796315289848422,0.00013705507606981304,0.0005452481529683278,0.007109255699993572,0.003397192570109008,0.009441088843305485,0.00010067507590559116,0.0003712283848819988,0.005685305138794241,0.002767594752621258,0.007543140569062908,6.455855035937941e-05,0.0005452481529683197,0.006162018018575637,0.0032071061998468803,0.008079923839605853,7.557069943092728e-05,0.0003712283848819988,0.006567986436692684,0.003091818584998643,0.00875389689336093,8.619005298213712e-05
18,101127,1,val,0.00037099795831830603,0.008865048611951344,0.006303937376080138,0.010848957754695443,0.00015743951080470652,0.00022609817089329327,0.005927087527717008,0.004620533222212757,0.0069904474041166285,7.02156821672927e-05,0.0003709979583183075,0.01099817322069187,0.007274305218144464,0.013758169870031475,0.0002422027545793657,0.00022609817089329327,0.006789507213944063,0.005480700051939411,0.007881097157244285,9.214976546125263e-05,0.0005528267695866261,0.005798900393585764,0.0030410828411349053,0.007612037414666998,6.719129844893538e-05,0.00032191748129319943,0.003910397416633895,0.0023020486580250825,0.005024174781558986,3.0541760259568365e-05,0.000552826769586629,0.007205254035088332,0.0035798100552447685,0.009536818414305896,0.00010376594549907558,0.00032191748129319943,0.004142375913865598,0.0023262940128194864,0.005372732725252781,3.4277900771081975e-05,0.0006437906893878159,0.0054674096435703675,0.0025631655902146524,0.007274580026951218,5.948933241137802e-05,0.0004383203804037279,0.003586367706543585,0.0018456211155029052,0.004718955799090933,2.567486113576413e-05,0.0006437906893878062,0.006667368948945016,0.0029092718231880413,0.00894923866574541,8.855273523766856e-05,0.00043832038040372785,0.003655824749657537,0.0018496940151410235,0.004822814088626619,2.6680903683103926e-05
19,101127,1,val,0.00022891006344138558,0.0057436802567646895,0.004628872080116347,0.006682452618047959,6.608162972653666e-05,0.00013950520611426015,0.006179679820378841,0.004651927486789026,0.00739661250494904,7.635030589071178e-05,0.00022891006344138553,0.007845593816976195,0.006177952283352022,0.009223742738839498,0.0001232445245276688,0.00013950520611426007,0.004992759440315754,0.004106456820163388,0.0057415787522052345,4.9828714183641017e-05,0.0003411005588057614,0.004512408877533541,0.0024573563454365396,0.0058849459469297,4.0671189006741536e-05,0.00019862683719270815,0.004230300780119074,0.0022611218312014883,0.0055362108437473885,3.576230244196214e-05,0.0003411005588057636,0.006160611048591046,0.0033381232913489677,0.008044421358656507,7.585578210385547e-05,0.0001986268371927082,0.0038898318520468565,0.002183712634956839,0.00504622590296317,3.02329967358066e-05,0.0003972263573059847,0.005217666234793629,0.002417350775064662,0.006957145795557924,5.424546239035503e-05,0.0002704487823617188,0.003232295594453818,0.0015205777827544476,0.004306356919301241,2.0856866709820112e-05,0.00039722635730597857,0.006370201017691037,0.0031036085264230357,0.008442768016743773,8.091271766983736e-05,0.0002704487823617189,0.0032205392317008145,0.0015216863372346633,0.004288311283814467,2.0705142975817132e-05
20,101797,1,train,0.0002132561159279182,0.006237953030494055,0.0042947752942169215,0.0077149504595554405,7.796555542121075e-05,0.00012996518353273982,0.006364932094148001,0.004502627695933272,0.007791123184180593,8.097525663926171e-05,0.00021325611592791846,0.005598819059504853,0.004692633933359433,0.0063878773962993554,6.282579086266867e-05,0.00012996518353273988,0.007828238500485595,0.005378747333266026,0.009673791845955999,0.00012251317155400113,0.000317774497189746,0.004271760796578361,0.0024191364351100805,0.005530290028795791,3.643632889427526e-05,0.00018504379921947014,0.004317144401262843,0.002611438242841192,0.00551549343378413,3.724027751428934e-05,0.0003177744971897479,0.0043690942232484185,0.003065099616586575,0.005359350982527047,3.8117478613512796e-05,0.00018504379921947012,0.0048206562213631695,0.002786173270512131,0.006219284305078659,4.6442258760713994e-05,0.00037006214942996926,0.003958544404374742,0.0019155549784941877,0.005247432148932629,3.120489503328557e-05,0.00025195422174466,0.0036336301776004067,0.0018630314815783495,0.004784294399797347,2.6360359205284273e-05,0.0003700621494299635,0.0038726023419630635,0.0021630765897773753,0.0050187131362818506,2.9866381877530925e-05,0.00025195422174466,0.0036586116790446564,0.0018302768394025933,0.004834747997298093,2.672470150623147e-05
